orig_smiles,noisy_smiles,molecular_formula,tries
COc1cccc(NC(=O)N[C@H]2CCc3ccccc3N(CC(=O)N3CCCC3)C2=O)c1,NC12C3=C4C5C6C7CC8=CC9NC45C(N3)C(=CN3C(CC(O)(O)CC6C1C3O)O9)C7CC82,C24H28N4O4,2
Cc1ccc(C(C)C)c(O)c1C1(O)OC(=O)c2cccc3cccc1c23,OOCC1C2COC3C4C5C4C46C1C17OC38C3C9CC54C(C2)C86C2C91C327,C22H20O4,1
CCC(O)CNc1nc(SC)nc2sc3c(c12)CCN(C)C3,NN1CN2CC3=C4C5CC(CO)C(CC(CSS3)C23NC43)C51,C15H22N4OS2,5
CCCCCC(=O)Nc1cc(Cl)ccc1O,OOCN1C2CC3C45CCC4C5CC2C31Cl,C12H16ClNO2,2
O=[N+]([O-])c1ccc(S(=O)(=O)N2CC(n3cnc4ncnc(Cl)c43)OCc3ccccc32)cc1,CNC12C3C=C4C56C7ON8C9C%10%11C%12=C%10C91C5C1OC7C3(Cl)OC%11N(OC6(N)S1)C1(NN%12O1)C482,C20H15ClN6O5S,1
CCCCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,C=CCC(CCO)CC(NO)C(OCC)C(CO)C(C)O,C15H31NO5,1
F/C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(O)=O)=C(F)C(F)(F)F,FOOC1(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)OC#C[SH]1(F)(F)F,C8HF15O3S,8
CCCC#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)cs1,SC1C2CC3C2NC32C34CCC5C6=C3C23NC2C7C(C6)C6NNC6CC12C51CC73C41,C25H28N4S,2
Cc1cccc(N=C(N)N)n1,C1=CN2CCC3C4C1NN3N42,C7H10N4,1
Cc1c(O)nc(SC2CCCCC2)nc1Cc1cccc2ccccc12,CC12CC3C4CC5NC6C=C=C7C8C7(C7C9C(S5)C3(NCO)C1C68C97)C42,C22H24N2OS,1
C=C(C)[C@H](O)CC/C(C)=C/CC/C(C)=C/CCC(C)=O,CCC12CC=CC3(CC3CCC(C)C(O)C(O)C1C)C2,C18H30O2,1
N#CCCN(CC1CCCO1)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,OC1C(F)C2NC3CN(NF)C45C3C3=C6C1C(CC4(Cl)CF)C25C63O,C16H17ClF3N3O2,2
CCOC(=O)c1nc(Nc2ccc(Cl)cc2)c2c(C)noc2n1,ON1NC2N3C4NC56C7C3C3OC28C(O1)C1=CC3(Cl)C1(C7C58)C46,C15H13ClN4O3,4
Cl[Al-]1(Cl)[Cl+][Al-](Cl)(Cl)[Cl+]1,NA,Al2Cl6,50
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr,FCC(F)C(F)(C(F)(F)C(F)(F)F)C(F)(Br)C(F)(F)C(F)C(F)(F)C(F)(F)F,C10H4BrF17,15
O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2)CC1,CC12OC3C1C=CN1NC4CCSC56CC4C4C(C5)C5C7(O)CN2C4C7(CO)C56C31,C23H29N3O3S,1
Nc1cc(F)c(Br)cn1,FC1(CBr)C2N3C4N2C431,C5H4BrFN2,2
CCN(CC)c1ccc(NC(=S)NN(C)C)cc1,CCC1C23CC45CNC(C42)C1(CC)N(S)NC5N3,C13H22N4S,2
NC(=O)CCSC(CC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,OC12CC34C5C6C7OC8C1(CCl)C(Cl)NC31CC4(C7S)C83C52CC613,C18H17Cl2NO2S,4
COc1cc2ccccc2cc1C(=O)Nc1ccc2oc(-c3ccc(F)cc3Cl)nc2c1,FC12C3C4C5C6C78C9C%10C=C%11C%10%12CC%10OC3%13ON3C%12C%12(C%101)N(CC%13(C9OC21C47C5%121)C%1163)C8Cl,C25H16ClFN2O3,2
Cc1nnc(SCC(=O)OC2CC(C)CCC2C(C)C)nc1O,NOCNC1(O)CNC(O)C2CCC3=CC4CC1C1C4SC2C31,C16H25N3O3S,1
COC(=O)C(Cc1ccc(NS(=O)(=O)O)cc1)(Cc1cccc(S(N)(=O)=O)c1)C(=O)OC,OCC12OOOC3C4NC15ON1CC(O)C67C(OC(CS4)C1O)C61CC4C(S2)C43C5C17O,C19H22N2O9S2,3
O=C(N[C@@H]1C[C@H](Cn2cc(C3CC3)nn2)[C@@H](O)[C@H]1O)C1CCOCC1,CC1C23CC14C1CC5NOC(CC6NC(N2C(C(O)CO)CC61)N54)O3,C17H26N4O4,1
C#CCN1CCc2ccccc2C1C1CC1,C1=CC23CC4C5C1C1C6C(CC41C5CC62)N3,C15H17N,1
C[C@@H]1CC[C@@H](c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)C1,CCC1CC(C)SC23CC45OCN6C7CC28CC7N=C(OC14)C3(O5)C68,C19H24N2O3S,1
NS(=O)(=O)c1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2-c2ccccc2S(=O)(=O)N3)cc1,OC12N3N4C56N=C7C8C9OC4%10C4C9%11CC(SSC(NCl)C75)C84C%104OCC61C1OC5C(C134)C5%112,C21H15ClN4O4S2,1
C/C=C/[C@H]1[C@H](c2n[nH]c3c(-c4ccc(O)cc4)c[nH]c(=O)c23)C=C(C)[C@H]2CC[C@H](C)C[C@@H]21,CC1C2CC3CC4C(C)C56C7=C5C65NCC68C9CC(=C%10C1C(O)OC%10(C)C36N5C2CN9)C748,C27H31N3O2,1
COc1ccc(-c2nc(CNCc3cccc4ccccc34)co2)cc1,C1CC2C34NCC5C6C3=C3C7CC8C9C7C87C8C(C4O1)C61OC57N(C81)C392,C22H20N2O2,1
CNC(=O)C(=O)/C=C/c1ccccc1,C1OC2CC34OC35CC2C42CC13C5N32,C11H11NO2,1
COc1cc(-c2nnc(SCc3csc(-c4ccc(C)cc4)n3)o2)cc(OC)c1OC,OC1N2C3SC=CCC45CC6C7C89C%10C%11CNOC48C%104CCC8C%116SOOC18C75C49N32,C22H21N3O4S2,1
COc1ccccc1C1c2[nH]c3ccccc3c2C[C@H]2C(=O)N(C(C)C)CC(=O)N12,CC12CC34C5=C6NC7C8(CC9C5C93)C(C1O)C13CC5COOC71C5C1(CN6CC813)N24,C24H25N3O3,1
CCOC(=O)c1cc2c(n1C)-c1oncc1CCC2,OC12C3=CC45CCC(CN1C=C42)ON1C(CC5)C1O3,C14H16N2O3,1
COc1ccc(-c2noc(N3CCN(c4cccc(C)c4C)CC3)n2)cc1OC,CC(C)C1(O)CC23C4C5OCC16NOC21CC1NC12CC67C4(C)NC14C1C2(N54)C137,C22H26N4O3,1
O=C(CCl)NC(Cc1ccco1)C(=O)Nc1nc2ccccc2s1,OC1C2C34SNCC5(Cl)C6CN7OOC89C=C%10CN5C%103C27C8C4C169,C16H14ClN3O3S,1
COc1ccccc1N1CCN(C(C(=O)NCc2ccc3c(c2)OCO3)c2ccc(C)cc2)CC1,CNC1CC23CC4NC5C6CC47NC48C9CC7%10OC7(O9)C1C5(OC2%10)C1C=COC64CC17C=C3C8C,C28H31N3O4,1
Cc1cc(C)nc(NC2=NCC(=O)N2c2ccc3c(c2)OCCO3)n1,NN1N=NC2OC34CC5OC6C78CC=CC7C1C(N53)C81OC2C12CC642,C17H17N5O3,2
CCOc1ccc(CNCc2cccnc2)cc1,OC12CC3CC45C3C3C6C4C4N3C(CN1)C45C6C2,C15H18N2O,2
Cc1ccc(-c2nc(CN(C)C(C)(C)C)co2)cc1,CCNCN(CO)C1CCC2C=C3C45C=C4C2CC315,C16H22N2O,1
NC(Cc1cc(I)c(Oc2ccc(O)c(Cc3ccccc3)c2)c(I)c1)C(=O)O,OC1C2CC34OC56C7C=C3C5N3CC58C9C7OC(I)(I)C2C(C(O3)C46)(C15)C81CC91,C22H19I2NO4,2
COc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2CCN2CCOCC2)cc1,CNC1OC2(C)C3CC4NC5C2CC2C6C78C9OC7C3OC3C7(OC9OC18O7)C42C536,C22H24N2O6,1
COc1cc(OC)cc(-c2ccc(Nc3cc(=O)n(O)c(=O)n3C)cc2)c1,NC12OC13CN1OC45OCC6C7(O)C8CC4C49CC2%10C(O8)C4C19CN%10C3C657,C19H19N3O5,1
CS(=O)(=O)c1ccc2nc(NC(=O)C3CCCO3)sc2c1,OC1C2C34C5C3C23N2C6(O)CC46[SH]4(O)=C=C6N5OCCS61234,C13H14N2O4S2,2
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCN(CC(=O)O)CC4)no2)cc1Cl,CC1(Cl)CCOC2C3C4OC5CC6C1C1C7C4NC48OC79C(N)C7(OC597)C45C2C5C18N63,C23H24ClN3O4,1
COc1ccc(-c2cc(-c3ccc(Cl)cc3)n(C3C(=O)Nc4ccc(Cl)cc43)n2)cc1,ClC1C2OC34C5C67CC8C9C6C6%10CN%11C%12(Cl)OC2%13C82N3CCC7%12C3C16C%131C%11(CC52C931)N4%10,C24H17Cl2N3O2,1
O=C(CCc1ccc2c(c1O)C(=O)c1c(O)cccc1C2)NO,OC1CC23C4CC15OC1(O4)C4N2OCC4(O)C12C1C4C3C3C15C432,C17H15NO5,2
Cc1cc(Cl)c(C(=O)N(C)CCCS(C)(=O)=O)cc1C,CC12CCCC34CCC1C(C=N3)C4C(O)(O)C2SOCl,C14H20ClNO3S,1
Cc1ccc(N2C(=O)/C(=C/C=C/c3ccco3)C(=O)NC2=S)cc1Cl,OC1NC=CC23SC4C5C6(CC7NC48C49C%10=CC%104C26C58C39O7)C1(O)Cl,C18H13ClN2O3S,1
COc1ccccc1N1CCN(C(=O)CCn2c(=O)[nH]c3ccccc3c2=O)CC1,CC1OC2(O)CCC3N4CC5C67C(O)ONCN8C39C4N9C3C6C54C5C3(C27)C52C1C842,C22H24N4O4,1
Cc1cc([C@@H]2CCCN2C(=O)Nc2cccc(S(=O)(=O)C3CCCC3)c2)no1,CC12C3C4C5COC6NC(O)O[SH2]17C1C8C5C1C15CC(N6)C86C(N(C4O)C361)C527,C20H25N3O4S,1
CC(=O)OCC(=O)C1=CCC2C3CCC4=CC(=O)C=CC4(C)C3=CCC12C,CCC(O)C12C3C4(O)C5CC16C51CC5OC7(C8C(C1)C832)C61COCCC5C471,C23H26O4,1
CN(C(=O)COC(=O)CN1C(=O)C2CC=CCC2C1=O)c1ccccc1,C1CC2OOC34C5=C3C36C7C2C2CCC(C73)C43ON2ONOC3C6C5C1,C19H20N2O5,3
CCCN(CCC)[C@@H]1CCc2ccc(OC)cc2C1,CC1CCCC2CC3C2CC2(CC4C3OCC42)C1N,C17H27NO,1
S=C(Nc1ccccc1Cl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,ClC1C2C3N4N[SH]456C4CC7CC8C9CC%10C2%11C2C%12C%13C%123C(C7%13%11)C83C5C4C%103N(C9)C126,C24H24ClN3S,2
CC1(C)S[C@@H]2[C@H](N3C(=O)c4ccccc4C3=O)C(=O)N2[C@H]1C(=O)NCc1ccccc1,OC1OC(S)CCC2C3=C4C56C7C5C58OC49N(CC4N2C2C5CN5C(=C3)C29C5C486)C17O,C23H21N3O4S,1
NC(N)=C[N+](=O)[O-],NCC1=NNOO1,C2H5N3O2,1
CCCCCCCCCCCCCCCCCC1=NCCN1CCN,CCNC(C)CC(C)C1C(CC)N2CCC(CCC1(CC)CNC)C2,C22H45N3,1
CCSc1ccc([C@@H]2[C@@H]3C(=O)N(CC)C(=O)[C@@H]3[C@]3(C(=O)OC)CCCN23)cc1,OC1N2C3COCC4CC5C67C(N2O)C2(S)C8C56C7OCC3CCC3(CC43)C182,C21H26N2O4S,1
COC(=O)C1(C(=O)OC)CC2=C(S(=O)(=O)c3ccccc3)C[C@H](C#N)[C@H]2C1,C1CCC23SC45NC46C4OC(O5)C57OC8(OC29OCC9C48)C(CC35)C76OC1,C19H19NO6S,1
Nc1ncnc2c1c(Sc1ccc3c(c1)OCC3)nn2[C@H]1C[C@H](O)[C@@H](COS(N)(=O)=O)O1,COCNC12C(OO)C3C4=C5C16C1=CC7(ON(N1)C(N)(SO)ON2C)C1NS5176C12C5C41C352,C18H20N6O6S2,2
Nc1c(NC2CCCCC2)cc(NCCO)c2c1C(=O)c1ccccc1C2=O,CC1C2NC3CC4C5C6C7=CC38C2CON6OC2C3N8C5C75C1C3(C)OCC425,C22H25N3O3,1
NNC(=O)COc1nc(-c2cccs2)nc2ccc(I)cc12,IC1N2C3CC45CNOC67C(C2C28C=C9C6C4(ON92)SC138)N75,C14H11IN4O2S,1
CC(C)OC(=O)Cc1cscc1,CC12CC3C(O1)C1SC3(C2)C1O,C9H12O2S,4
CCC(CC)NCc1coc(-c2ccccc2Cl)n1,CCC12C=NC3C45CCC4=NC(O)(C5)CC31C(Cl)C2,C15H19ClN2O,3
COCC(C)NC(C(=O)Nc1cccc(C(C)=O)c1)c1ccccc1,CN1CC2OC34CC(O)N5C6CC7C89CC5(CC(=CO6)C3C1C28)CC749,C20H24N2O3,1
Nc1nc(C(F)(F)F)nc2c1ncn2Cc1ccccc1,FNC12C3CC4C5=C6C7=C6N1N2C(F)C1(C5)NC3(F)C41N7,C13H10F3N5,1
O=C(Nc1nccs1)C1=COCCO1,N1C23C4OON5C6OC7C(C64)[SH]524C3C174,C8H8N2O3S,1
FC(F)(F)Oc1ccc(Nc2ncnc(NCCN3CCOCC3)n2)cc1,FCC1C2NOC34CC15C1C(C(F)C3C3NC3N2)C(C2C(O4)N2F)C2N1N25,C16H19F3N6O2,3
CC(C)C[C@H](N=C(O)[C@@H](N)CO)C(O)=N[C@@H](CCCCN)C(O)=N[C@@H](CCC(=O)O)C(=O)O,CCC(NC(C)OCNC(CO)C(N)O)C1OC2(O)CC3C(O)CN1C(O)C1OC34CC2N14,C20H37N5O8,1
Cc1ccc(CNc2nnnn2C)cc1,NNC1C2CC34NC2N2C=C3C3C1N2C34,C10H13N5,2
CC(Sc1cccc(C(F)(F)F)c1)C(=O)NC(N)=O,NC(F)(CO)C12CCC(F)(F)S345=CN(O1)C31C43C2C315,C11H11F3N2O2S,4
COc1cccc(C(=O)NCc2ccc3c(c2)CCN3C(=O)CC(C)C)c1,CC(O)C1C2(O)C3CC4C5CC16OCC41C4C7CCC8(CC5C5N8C53N21)C746,C22H26N2O3,4
CN1c2ccccc2C(C)(C)[C@@]12CC(c1cccc(S(=O)(=O)N3CCCC3)c1)=NO2,CNC1OC=C2C3CC45C6C7C89CC%10%11C%12C(O)CC%13(C(O8)N%12C9%13)C%10C3(N64)C27CC[SH2]1%115,C23H27N3O3S,2
COCC(=O)N1CCC(Oc2ccc(C(=O)NCc3cc(C(C)C)no3)cc2)CC1,CC1N2C=CC3NC12CC1OC2CC4CNC5C6C(O)C(C)(O1)C1(C6O4)C5C1(O)C32,C22H29N3O5,1
CN1CC(c2c[nH]c3cc(-n4ccc(OCc5ccccc5)cc4=O)ccc23)C1,CCC1C2C3C4C5C6=C7N2NC62OC76C7=CC8C1(O)C4C31NCC63C5C2C8(C7)C13,C24H23N3O2,1
O=C(Cn1ncc2c(=O)oc3ccccc3c21)N1CCN(C(=O)c2ccco2)CC1,OC1OC23C4NC5N6C7C89C2C2CC(OC%10CC%11OC%12%13N%10C57C%125C(N85)C%114%13)C19C(O)C263,C21H18N4O5,1
On1cc(C2CCNCC2)c(-c2cn(Cc3ccccc3)cn2)n1,CNN1C2CCC3C4C56NOC17C1C(C)C8C49N4C5C39N6C14C87C2,C18H21N5O,1
CC(=O)N1C[C@H]2CON(C)[C@H]2C[C@H]1c1cccc(-c2ccccc2C)c1,OC1C23CCOC4C5C6CC78C19CC5C7(C9)C(NC6C42)C1C2CC3C18N2,C22H26N2O2,1
COC(=O)C1CCN(C(=O)c2ccc(CS(=O)(=O)c3ccc4nc(N)sc4c3)cc2)CC1,OC1C2C3C4OC56C7SON8NN9C%10C(C%107)C9C7(CC(CC9(O)C7CC2C52OC392)S4)C8C16,C22H23N3O5S2,1
CC1=C/C2OC(=O)C(=C)C2CCC(=C)C(=O)CC1,COOC1C2C(O)C34C2CC12C1C5CC53C2CC14,C15H18O3,1
CCCC(O)CC(=O)CCc1ccc(O)c(F)c1,C#CC1(C(F)CCO)CC2CC(COC3CC23)O1,C14H19FO3,2
CC12OC1C(=O)CC(C)(C)C2=O,CC1C2OC3CC4(O2)C(CC14)O3,C9H12O3,2
Cc1c(C(C)(C)C)s/c(=N\S(=O)(=O)c2ccccc2O)n1C,ON1CCC23CC45NC2C2(CC2(O)O[SH3]14)C3C12CC13C5C23S,C15H20N2O3S2,1
O=C(Cn1c(=O)n(-c2ccccc2)c(=O)c2c3c(sc21)CCC3)c1ccc(Br)cc1,CC12C3C4C5C67C=C8C9SN%10OC31C21C2C3C8C21C1C6C(NBr)OC3%10CC45C91C7=O,C23H17BrN2O3S,1
CSc1ccc(CNC(=O)C2Cc3cc(S(=O)(=O)N4CCCCC4)ccc3N2C(C)=O)cc1,NC12C3C45OC67C8C39C3C(O)=C%10C%11CNC%12(O)C%13C(CC31C%12CC(O)C%10[SH]621C4NC891)C(C%115)[SH3]%137,C24H29N3O4S2,1
CCCn1cccc(O)c1=O,NC12OC=CC3CC(C1O)C32,C8H11NO2,1
Cc1ccc(CNC(=O)C2CCC(=O)N(CCc3ccc(Cl)cc3)C2)cc1,CCNC12C3C(C)C4C5C6OC6C67C3N3C8C9OC3(C4Cl)C5C86C91CC27C,C22H25ClN2O2,3
O=C1C(=O)N(Cc2ccccc2Cl)c2c1cccc2C(F)(F)F,FC1C2C#CC3C4(F)C5CC2OC2(C(F)C14Cl)C14NC(=C1C342)O5,C16H9ClF3NO2,1
C=CCOc1ccc(C(=O)O)cc1Cl,ClC12C=C3C4CC(O1)C31OC1COC42,C10H9ClO3,1
Nc1ncnc2c3c(n(-c4ccc(NC(=O)Cc5cccnc5)cc4)c12)CCC3,OC12C3CC45N6C7C8N9C%10C%11C%12C3CNNC1C13C9C84C4(N%102)N5C12C6CC%12%11C3C724,C22H20N6O,1
COc1ccc(C(c2cc3c(cc2O)OCO3)n2ccnc2)cc1,CC12C3C4C56CC7NC48C4CC19C5C38C41N9C3OC21C(OC73O)O6,C18H16N2O4,2
Nc1nc(N)[n+](-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1,FC1=C2NC3NCC14C1C5=C6C1C2CN1N2C3=[N+](F)C2C5C614,C15H12F2N5+,1
O=C(NO)[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1S(=O)(=O)c1ccc(Oc2ccccc2)cc1,COC(O)C12ON(O)S345(CO)CC36C37C8C9(OC%10OC9C%104CC1(N)O)C1C23C15C876,C18H20N2O8S,2
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4ncccn4)CC3)c(OC(F)F)c21,NC1CC2OC34C(F)C56OC7C8CC5C65C6C(N28)N2C13C24C6C12CC5(CN1N(O)F)C72OF,C21H20F3N5O4,3
CCOc1ccccc1N(CC(=O)Nc1ccccc1C(=O)O)S(C)(=O)=O,OC1C2=CC1C1CC3OOCC4COC5N(C6N4C356)C23C(O)(O)C3(C=S)C1,C18H20N2O6S,1
c1ccc2c(CC[C@@H]3CCC[C@H](CCc4cccc5ccccc45)N3)cccc2c1,CCC1C2CCC34C5C6C7C2C2=C8CC9=C(CCC6%10C2CC8%103)C(CCC2C93N5C234)C17,C29H31N,1
C/C(=N\OC(=O)c1ccccc1)c1nccs1,NC12C3C4C5C67OC18C51OC6C75C3C83C4[SH2]23N15,C12H10N2O2S,1
COc1cc(C2CCCN(C(=O)c3cc4c(s3)CCCC4)C2)n2ncnc2n1,SN1C2OCC3NC14C1NC(C5=C6CC7N3CC3=CC57C=C(CO6)N4CC3)C21,C20H23N5O2S,1
Cn1c(CCNc2ccc3nnnn3n2)nc2ccc(F)cc21,NN1C2C3N4C5C(F)N6CC7C68N6NC23N4C23C4C2N3C78C56C41,C14H13FN8,1
CCC(=O)c1cccc(OC)n1,C1=CC2OC3C2CC2NC(O1)C23,C9H11NO2,1
CN(C)c1ccc(/C=N/c2ccc(-c3nc4ccccc4s3)cc2)cc1,NC1C2=C3C45CNC23C2C3C6C7=C8C4C8C24C6C4(NC2CC721)C1(C5)SC31,C22H19N3S,3
OCC1(CO)COC2(CCCC2)N1,CCC(C)(O)OC1C2COC21CN,C9H17NO3,2
CSCC/C=C(/C=O)CSC,C1C[SH3]2CC34CC3C2(CO1)S4,C8H14OS2,2
C[N+](C)(CCO)CC(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FCC1OC(F)C(F)C2(F)CC(F)C(F)(NO2)[SH2]1(C[NH2+]COF)OC(F)F,C11H18F9N2O4S+,2
N[C@@H](Cc1ccccc1)[C@H](O)C(=O)O,COC(O)C(O)C12C3CC14C1CC34N12,C10H13NO3,1
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,CCC1C(S)CC2OC34CC5(N)C6N7OC78OOC(ON)CC37OC1C(=C8N4)ON6C25CC1SOOC17,C21H27N5O9S2,1
COc1ccc(Cl)cc1C=CC=Nc1ccccc1O,CC1C2=C3C4=C5C46NC4(C(Cl)C7C1COCC74)C3C56O2,C16H14ClNO2,1
Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,NCC12C3C4NC5C6=C7C8CC4C65C14C8CN(C74)N32,C15H16N4,2
C=C1[C@@H](O)[C@H]2O[C@]23C[C@H]2CC(C)(C)[C@H](O)[C@H]2[C@]13C,CCCC12OCC(C3COCCC31)C1OC23CC13,C15H22O3,2
CC(C)CC(=O)C(=O)NCCc1cn(-c2ccccc2)c2ccccc12,CC1(O)C2C3C=C4CC5C2C2NC67C=C4C2C52C1C6C3CN2OC1CC17,C22H24N2O2,1
CCCCCCCCCNC1=NC(C)(C)NC(NCc2ccc(OC)cc2)=N1,CCC1(N)CNCC2CC3C4C5C=NN(C6C(COC(C)C346)C5C1)C2(C)CN,C22H37N5O,1
CC(C)(C1=CC=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC=C(C=C3)F)O,CC12NCC3OC4OC45C4C1OCC1CC6C7C8(F)C9%10C3C9C8(N62)C72C4C12C5%10,C22H21FN2O3,1
Cc1nn(-c2ccccc2)c(Cl)c1/C=C/C(=O)C1C(=O)NC(=S)NC1=O,SC1C(ONCl)C23COC4C56C7NC89C%10ON%11C7C28C%112C7N(C73C%105)C14C692,C17H13ClN4O3S,1
CCCc1c(OCCCCCCCCCCCCc2nn[nH]n2)ccc(C(C)=O)c1O,CCN(C)NCNC(O)CCC1CC23CN4CC56C2C3C=C2CC5(C)OC1CCOC246,C24H38N4O3,1
CC(C)[C@H]1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@]1(C)[C@@]24OO3,CC1C2C=CC3CCC(C2)C(O)C3C2(CC(O)O2)CC1(O)CO,C18H28O5,2
NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)/C=C/c1ccc(O)c(O)c1,CC(O)C12C3NOCC4C5C6C7C8=CC9(C5N76)C1C21OOC(OCN)N3C89ON41,C18H21N5O6,1
Cc1c(C(C)C)c(=O)on1C(=O)N1CCCC(CO)C1,CC1C2C(N)CC(N)C34CC(O)C2(C=O)COC3OC14,C14H22N2O4,1
CNCc1cc2cnccc2s1,SC12C3C4C5CC6(C4NC36)N1C52,C9H10N2S,2
CS(=O)(=O)c1ccc([N+](=O)[O-])c(C(=O)O)c1,OC1C2OON3C4OS35(O)=C3C6OC15C32C64,C8H7NO6S,1
Cc1ccc(C)c2c1NC(C(=O)O)C1CC=CC21,OC1CCC23CNOC4C15CCC1C6C42C52C1C632,C15H17NO2,2
Cn1cccc1/C=C1\SC(Nc2ccccc2)=NC1=O,C1#CC2NC3NC45C(=CC2C4OCC2C46NC24C56C1)S3,C15H13N3OS,1
COC(=O)Cc1cccc(NC(=O)c2ccoc2C)n1,NC12C3=CCCC4C1C1(C3)OC35N4OCOC34OC25C14,C14H14N2O4,3
CCOC(=O)c1c(NC2OC(=O)c3c2ccc(OC)c3OC)sc(C(=O)OC(C)(C)C)c1C,OC[SH]123OOC4CC5C46C(CC4N7OC8C9C%10C%11CC%12(CC7C(CC81)(C%10O%12)C%119O)C452)C6(O)O3,C23H27NO8S,2
Cc1cc(O)nc(SCC(=O)NC2CCCCC2)n1,CCC1C=C2COC34CSC5(C2)NCN1C3(N5)C4O,C13H19N3O2S,1
CCCN1CCC(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)CC1,CCC1C2C3C4CC15COOC1C(C)CC46NC(CN1C)(NC26)N35,C18H28N4O2,1
CCC(=CCN1Cc2cc(Cl)cc3nc(S)n(c23)CC1C)CC,CC1CC2=C3C(C)C4(S)CC5CC3(NN4)C3C(=N)C(Cl)(C1)C3C25,C18H24ClN3S,3
COc1ccc(NC(=O)c2cc(C)on2)cc1,OC1OC2(C34CCC5(NC53)O4)CNC=C3C1=C32,C12H12N2O3,2
Cc1ccc(CN2CC(C(=O)N3CCN(S(=O)(=O)c4ccccc4)CC3)CC2=O)cc1,OOC1C2N3C4C5C6CC7C8NC9(O)C%10CC8C7SC%10C3C37C4C9(COCC3C17N52)C6,C23H27N3O4S,3
COC(=O)C(C)(CO)CO,OCC1CC(O)CC1OO,C6H12O4,2
C[C@H](Cn1ncnn1)n1cnc2cc3c(=O)n([C@H](C)Cn4ncnn4)nnc3cc2c1=O,N=C1NC2NC34C5C6NC2N2C(NO6)C67C8=CC3C39NN1N3N2C91C2(NN52)OC61C4NC87,C17H17N13O2,3
COC(=O)CN(c1ccc(Cl)cc1C)S(C)(=O)=O,NC1(COS)C2OC2C2=C3CC(O2)C(Cl)C1C3O,C11H14ClNO4S,1
O=C1C(CNc2ccccc2)=CS(=O)(=O)c2ccccc21,OC12C3=C=C3C3SOC45CC6C7C(C8OC31C7C6N82)C4C5,C16H13NO3S,1
O=S(=O)(O)c1ncn[nH]1,O[SH]12=C3OON1C31NN12,C2H3N3O3S,1
O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCCC[C@H](NC(=O)CCN1C(=O)C=CC1=O)C(=O)O,CC1CN2CC3C4OCONC56COC4SC47CC8C(=C4C(CC(C(N5)C8O)C1(O)O)C7O6)NN3C2,C23H33N5O7S,1
C[C@H]1C[C@@]2(C)C(CC[C@@H]2O)C2C1C1CCC(=O)C=C1C[C@H]2C,CCC12CC34CCOC5C3C3CC1C3CCC5C2(C(C)C)O4,C20H30O2,1
O=C(Nc1nc(-c2ccccc2)cs1)N1CCC[C@@H]1CO,COC12N(O)C34C5=C6CC6C16CC1C3NC12C4=[SH2]1CC5N16,C15H17N3O2S,1
CC(=O)C1=C(O)C=C2Oc3c4c(cc(O)c3[C@]2(C)C1=O)OC1(CCCCC1)NC4=O,OON1CCC2OC3C4C5C6=C5C35C37OCC8C2C(CC6)OC2C(OC3C73C84C253)O1,C22H21NO7,1
COc1cc([C@H]2CC(O)=Nc3nc(N)sc32)ccc1OCCc1ccccc1,OCN1C2CC34CC3C3C5C6C7(S)OC18N1C9(NO)C%10C%11CC98C%112CC6(C3%101)C547,C21H21N3O3S,3
CNS(=O)(=O)c1cn(CC(=O)N2CCN(c3cc(C)ccc3C)CC2)cc1S(=O)(=O)NC,NCN1C2C3CCC45SNCC6OC(C4O)N4CC5N5COC(O5)SOCC3C3C2C31C64,C20H29N5O5S2,2
